Ticker,Returns,Volatility
LDOS,0.10920279059155544,0.242263656910691
LEN,0.11826122788751449,0.3635551427114783
LII,0.06017171899346613,0.24990591270351692
LLY,0.24601875815411914,0.2490749735975032
LIN,0.13943067874602366,0.22698068659838974
LYV,0.14189837360724333,0.3846592539237322
LKQ,0.0932579943718388,0.3291798559871731
LMT,0.1019528945930447,0.22387360702226386
L,0.0610421929282304,0.2671035667870531
LOW,0.16034045945494918,0.28270137096551623
LULU,0.2513547608100945,0.34300628710890246
LYB,0.05701154349665686,0.34271660519260333
MTB,0.04690900530316827,0.3191561486869515
MPC,0.18069835136632476,0.3957046900921371
MKTX,0.09097042461808977,0.2914447797105895
MAR,0.074708524755254,0.3322559092777476
MMC,0.13108241849257066,0.19840439708887408
MLM,0.10446924952820162,0.2916485439123209
MAS,0.052902946545410647,0.26225635637344563
MA,0.1560614123617488,0.27580311947874636
MTCH,0.13798670474656594,0.4411375790595791
MKC,0.10173307185936009,0.2120766397173967
MCD,0.09418933843168206,0.199530859928744
MCK,0.15728642243742616,0.2535594448805904
MDT,0.031749290054026214,0.2182064071538927
MRK,0.14058749373207285,0.19314910397130775
META,0.009805964281758993,0.35897743755969547
MET,0.11782417769673822,0.28904616595668275
MTD,0.1487710501904754,0.2573273760427865
MGM,0.1109739356000493,0.45564867298214506
MCHP,0.13836437702817037,0.36539224075012394
MU,0.09945623701691737,0.39786934687318437
MSFT,0.18334515200143578,0.25780936587649866
MAA,0.11150309739893603,0.22978188332942265
MRNA,0.6029321410660885,0.6662790367491368
MHK,-0.05656526834649105,0.3974690708937904
MOH,0.251570899447828,0.3240250591316754
TAP,-0.010913975756399394,0.27318811986999497
MDLZ,0.09460022940876164,0.18304509378731632
MPWR,0.23867392409402186,0.3978235253927729
MNST,0.09593535850954464,0.24194499791551535
MCO,0.13167937371563318,0.269125693284171
MS,0.1298940702454697,0.29532379929864266
MOS,0.16847621993426148,0.43073524324062024
MSI,0.18490164368581735,0.24382854235621643
MSCI,0.22943411232822059,0.2971029328399239
NDAQ,0.15731243942744128,0.22532704003643364
NTAP,0.08070850608421784,0.3159165005847958
NEM,0.08903574803580384,0.27904823172719284
NWSA,0.06317298860593341,0.28303451030787324
NWS,0.062405667029508,0.2849107768459273
NEE,0.1469143923670005,0.2249995792400708
NKE,0.1295887315623514,0.2774428402641454
NI,0.0590301432022091,0.22633343749769494
NDSN,0.10663614117540307,0.2606663800249093
NSC,0.11816475361800592,0.2601078543961935
NTRS,0.041911182581475435,0.2809921220862468
NOC,0.12009464257909748,0.23978829476029823
NCLH,-0.015976916461728965,0.6157498370950293
NRG,0.07188426649161808,0.2928783607298683
NUE,0.16600059933661318,0.32750797427283684
NVDA,0.24349098247182543,0.4310129248562923
NVR,0.08764823473486098,0.31857699905570935
NXPI,0.11787657871867939,0.3712766821154559
ORLY,0.19841136193117923,0.24356489941796586
OXY,0.1439550255997826,0.5240804344499055
ODFL,0.20107672432568996,0.2798315962116385
OMC,0.07573060092258005,0.262669644828281
ON,0.2502403048353019,0.45785226057236256
OKE,0.15915727254680814,0.4034774841027217
ORCL,0.11946857335481059,0.2484500826314408
OTIS,0.17534090831244595,0.24782096261597236
PCAR,0.0949942514867608,0.22744247590841568
PKG,0.05838164747775133,0.2545937365110995
PLTR,0.07349230046016599,0.6276836242951206
PANW,0.19294817049562787,0.31556931263440013
PARA,-0.06235334151721196,0.4285165832369889
PH,0.10993948175549764,0.30364758748893333
PAYX,0.12391491893395512,0.23979673408601365
PAYC,0.2663363856606616,0.40017884973705586
PYPL,0.060082619078653095,0.3591507344707017
PFE,0.10316139642019079,0.21785044247229285
PCG,0.08883365596305186,0.670695291879199
PM,0.06104156823773742,0.22938881939632852
PSX,0.09191593253303473,0.3486895207622099
PNW,0.03877535285345615,0.22327041421952967
PNC,0.07407163128057609,0.2838431451538146
POOL,0.16301897028989704,0.2844224752914516
PPG,0.052943924904423255,0.25381295502476187
PPL,0.05489035185355637,0.22762541314221882
PFG,0.103228932412276,0.3200615526829493
PG,0.10627579472675053,0.1815781901769007
PGR,0.1649500301946824,0.22006359413857499
PLD,0.12695055166549415,0.24888676650165847
PRU,0.06296018832859869,0.3186232833248668
PEG,0.06999123769437926,0.2060394407126898
PTC,0.14392407714600877,0.3174170515653846
PSA,0.09217258153562922,0.2079499360863245
PHM,0.1140849252468081,0.3523628160933147
PWR,0.2229917494728614,0.2927485878241112
QCOM,0.1504224323323409,0.3450247559120309
DGX,0.10302965662939943,0.2263890895566395
RL,0.08032677368222801,0.36163299752018596
RJF,0.13590326046119264,0.2963507029881864
RTX,0.08509536743024276,0.2740677002522418
O,0.0849903841307984,0.2590608201363307
REG,0.06072790650169638,0.3116240207839792
REGN,0.12556946305795688,0.2767593538643415
RF,0.11417045010183081,0.3457585191469494
RSG,0.12048528511997834,0.1835039181634371
RMD,0.1697616164700831,0.281159066701754
RVTY,0.12462453169475468,0.26162902806887006
ROK,0.08987753275696572,0.2821188948942728
ROL,0.1145851044489424,0.23743958267621712
ROP,0.09903122943586112,0.2242404278264473
ROST,0.10875676695136839,0.3196491077969547
RCL,0.03288829367508669,0.542185154346629
SPGI,0.13265852896156596,0.2493111980818776
CRM,0.0853526120525021,0.3247713250342218
SBAC,0.1096898968988292,0.24205390393974494
SLB,0.0684655263913773,0.40634244980316847
STX,0.1114453978780153,0.321296474800755
SRE,0.10233002346602342,0.2331285035580185
NOW,0.21547342725930996,0.3642546318250019
SHW,0.11182454654430679,0.24732816423286583
SPG,0.06237255247708819,0.39338200867832046
SWKS,0.061036419083063585,0.34607525812290424
SJM,0.07661764045828813,0.20859989292300654
SNA,0.08672419545413407,0.261169458627875
SO,0.1111281082744093,0.21753246409626573
LUV,-0.036448589844274744,0.32613215024404124
SWK,-0.04079793279260367,0.33493795215042266
SBUX,0.12204913682760889,0.2568746996854539
STT,0.042084973764226055,0.3239933060348586
STLD,0.19006515995058715,0.36258122594776393
STE,0.13514975408308846,0.22964902616288352
SYK,0.10138045288943266,0.25696681193222404
SMCI,0.29901334348546965,0.4715547453105083
SYF,0.06512590098717322,0.3726549382791791
SNPS,0.22119557932912065,0.2828352722096099
SYY,0.0984134848903888,0.31247777956358674
TMUS,0.13666113039265979,0.23966587332732073
TROW,0.07090227918270199,0.2861328945415481
TTWO,0.03988867877810026,0.31814352158598813
TPR,0.08951134876794559,0.43160789588374343
TRGP,0.22879497015500727,0.5017609080192902
TGT,0.1674659115553788,0.2876256873269185
TEL,0.07304736401633186,0.2628548548771723
TDY,0.14285532096726383,0.2652422672583192
TFX,0.03742072506956485,0.2721560153508861
TER,0.16991263453480832,0.377961399144
TSLA,0.389832720805675,0.5444855474333282
TXN,0.11657787398400436,0.26927337707609494
TPL,0.3283771437806376,0.42889862416518215
TXT,0.08532381681059056,0.3312782020259468
TMO,0.1743421723514069,0.23567496171679012
TJX,0.14702278884698655,0.2694713361816083
TSCO,0.21358170656567715,0.2585693139299868
TT,0.1659312379374742,0.2470159432536335
TDG,0.19169269815607354,0.3397571642196465
TRV,0.0929065334211748,0.23522479529900975
TRMB,0.07901654786611982,0.3166254673136994
TFC,0.05359788244690365,0.3139198905632239
TYL,0.11451242293783126,0.2564214927735042
TSN,0.012567884710008064,0.256872574441464
USB,0.03272663994594176,0.2775571277970914
UBER,0.024338981558106418,0.5007840677003983
UDR,0.05552831530715367,0.24626229752698933
ULTA,0.16606017964518713,0.363469296215112
UNP,0.10139786540379261,0.23821631269444138
UAL,0.03643670047527601,0.4875086059919571
UPS,0.09912462864180817,0.2499037696734819
URI,0.1729034634484777,0.38399925466201607
UNH,0.16163525531613687,0.24753209960368522
UHS,0.08347504485507884,0.32573352682863826
VLO,0.15314289531551198,0.39848463512054766
VTR,0.0625261072380201,0.3659850238632868
VRSN,0.11817840154154195,0.25029113017506976
VRSK,0.11157522779003211,0.2169328218431534
VZ,0.002858539449896992,0.16529166965366748
VRTX,0.12730022623679763,0.27977087043206045
VTRS,-0.11878663195301911,0.34014049119940326
VICI,0.14541187085449275,0.2897687869459699
V,0.11662273247784195,0.24428999170160462
VST,0.09429347628175265,0.3028051675360547
VMC,0.08737589358137765,0.28898883698367195
WRB,0.15840383294797047,0.23478455485830738
GWW,0.16505226033254847,0.2648587593106853
WAB,0.0781065754682578,0.3094115978718536
WBA,-0.033008421541587556,0.2757225557060963
WMT,0.08191530866592428,0.19527991025149324
DIS,0.005691000225522229,0.2714050126126558
WBD,-0.040813462474772265,0.40194013584119453
WM,0.11252984038452363,0.18461905110111254
WAT,0.10905207975231525,0.25207607476399885
WEC,0.09228155474403557,0.2115505488819181
WFC,0.014175746679185485,0.31065948635822
WELL,0.08801298899750076,0.332963565113685
WST,0.15701823741399373,0.2664458259475431
WDC,-0.029708533439174404,0.4196992459691147
WY,0.062236636676006735,0.32359351203471703
WMB,0.09519909449532693,0.29916297199736863
WTW,0.10573724254755416,0.2257709959382659
WDAY,0.12833887502580532,0.3526185549262518
WYNN,0.025078014654276084,0.47342822852587096
XEL,0.09274596903531085,0.2011018405146791
XYL,0.10999679454491142,0.26323488715290944
YUM,0.0981958504016182,0.219299330157356
ZBRA,0.18354084484549482,0.34245438477727225
ZBH,0.04789116256038592,0.2641080918747055
ZTS,0.1302178673367603,0.2332917918045422
GLD,0.04914124503840008,0.11923099523626551
USO,0.02505452627388728,0.36622815226640104
TLT,-0.008722060639529652,0.13406682158701158
HYG,0.013933407026768258,0.08506527224475065
BTC-USD,0.21605694253284033,0.610450279167955
ETH-USD,0.38176947261013167,0.7938796245816552
BNB-USD,0.881111896975271,0.930542779482748
XRP-USD,0.17658498481102733,0.9547551759508576
ADA-USD,0.2876277069425906,0.9402611939991037
EURUSD=X,-0.014548252335567228,0.060800091837760396
JPY=X,0.025046910452383442,0.0666446930304877
GBPUSD=X,-0.012574609653423476,0.08006463731978078
GC=F,0.05306858918614843,0.1268753577552617
SI=F,0.07917813434161915,0.2575354196216069
CL=F,-0.3751787171947571,1.3110048155855905
SPY,0.07662809027493284,0.178972948108555
QQQ,0.10018821449623312,0.21746423126747255
IWM,0.05024626834765072,0.21939083454054248
VOO,0.0773448781868148,0.1813621026567727
